Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	collecting_institution	ENA-FIRST-PUBLIC (run)	ENA_first_public	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	geographic_location_(country_and/or_sea)	host_scientific_name	sample_capture_status	Library Name	External_Id	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	sample_name	Submitter_Id	INSDC_center_alias	Broker_name	geographic_location_(region_and_locality)	AssemblyName	artic_primer_version (exp)	Isolate	host_subject_id	collector_name	host_common_name	host_health_state	host_sex	definition_for_seropositive_sample	serotype_(required_for_a_seropositive_sample)	virus_identifier	receipt_date	common_name	Host_Age	isolation_source-host_associated	BioSampleModel	collected_by	geo_loc_name	Host_disease	Host	Isolation_Source	Lat_Lon	max_cycle_threshold	min_cycle_threshold	strain	GISAID_virus_name	purpose_of_sequencing	anatomical_part	body_product	geographic_location_(latitude)	geographic_location_(longitude)	gisaid_accession	purpose_of_sampling	SUBMISSION_TOOL (exp)	SUBMISSION_TOOL (run)	submission_tool	dehosting_method (run)	sequenced_by
ERR5055054	AMPLICON	420	691425847	PRJEB37886	SAMEA7771400	63325969	WELLCOME SANGER INSTITUTE	2020/12/11	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX4861123	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-01-11T00:00:00Z	SAMEA7771400	ERP121228	Lighthouse Lab in Alderley Park	2021/1/8	2021/1/7	2021/1/7	2021/1/7	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1655356C / DN730481W:M3	SAMEA7771400	Wellcome Sanger Institute	2021-01-07T17:48:47Z	2021-01-07T17:48:47Z	public	COG-UK/ALDP-C8FEC7	COG-UK/ALDP-C8FEC7	SC	SC	England	assembly	3																																				
ERR5055077	AMPLICON	420	792125671	PRJEB37886	SAMEA7771423	72205316	WELLCOME SANGER INSTITUTE	2020/12/14	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX4861146	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-01-11T00:00:00Z	SAMEA7771423	ERP121228	Lighthouse Lab in Alderley Park	2021/1/8	2021/1/7	2021/1/7	2021/1/7	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1655356C / DN730481W:K5	SAMEA7771423	Wellcome Sanger Institute	2021-01-07T17:48:48Z	2021-01-07T17:48:48Z	public	COG-UK/ALDP-C690AF	COG-UK/ALDP-C690AF	SC	SC	England	assembly	3																																				
ERR5055079	AMPLICON	420	32296733	PRJEB37886	SAMEA7771425	2937501	WELLCOME SANGER INSTITUTE	2020/12/14	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX4861148	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-01-11T00:00:00Z	SAMEA7771425	ERP121228	Lighthouse Lab in Alderley Park	2021/1/8	2021/1/7	2021/1/7	2021/1/7	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1655356C / DN730481W:M5	SAMEA7771425	Wellcome Sanger Institute	2021-01-07T17:48:48Z	2021-01-07T17:48:48Z	public	COG-UK/ALDP-C690DC	COG-UK/ALDP-C690DC	SC	SC	England	assembly	3																																				
ERR5055212	AMPLICON	420	216597030	PRJEB37886	SAMEA7771558	18921336	WELLCOME SANGER INSTITUTE	2020/12/10	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX4861281	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-01-11T00:00:00Z	SAMEA7771558	ERP121228	Lighthouse Lab in Milton Keynes	2021/1/8	2021/1/7	2021/1/7	2021/1/7	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1655356C / DN730481W:E15	SAMEA7771558	Wellcome Sanger Institute	2021-01-07T17:48:51Z	2021-01-07T17:48:51Z	public	COG-UK/MILK-C90388	COG-UK/MILK-C90388	SC	SC	England	assembly	3																																				
ERR5058120	AMPLICON	419	728655916	PRJEB37886	SAMEA7775412	83433703	WELLCOME SANGER INSTITUTE	2020/12/23	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX4864189	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-01-11T00:00:00Z	SAMEA7775412	ERP121228	Lighthouse Lab in Glasgow	2021/1/9	2021/1/8	2021/1/8	2021/1/8	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1655335U / DN727697N:A10	SAMEA7775412	Wellcome Sanger Institute	2021-01-08T18:09:38Z	2021-01-08T18:09:38Z	public	COG-UK/QEUH-CCC471	COG-UK/QEUH-CCC471	SC	SC	England	assembly	3																																				
ERR5041219	AMPLICON	419	815612935	PRJEB37886	SAMEA7763553	86534264	WELLCOME SANGER INSTITUTE	2020/12/17	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX4847567	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-01-10T00:00:00Z	SAMEA7763553	ERP121228	Lighthouse Lab in Milton Keynes	2021/1/4	2021/1/4	2021/1/4	2021/1/4	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1655314P / DN724233T:J12	SAMEA7763553	Wellcome Sanger Institute	2021-01-04T15:27:47Z	2021-01-04T15:27:47Z	public	COG-UK/MILK-CA9BB1	COG-UK/MILK-CA9BB1	SC	SC	England	assembly	3																																				
ERR5970917	AMPLICON	273	42035112	PRJEB37886	SAMEA9005662	8219424	NORTHUMBRIA UNIVERSITY / SOUTH TEES HOSPITALS NHS 	2021/5/14	public	"activ_sars2_vcf,bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5611380	United Kingdom	Europe	NextSeq 550	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-05-27T00:00:00Z	SAMEA9005662	ERP121228	Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust	2021/5/26	2021/5/26	2021/5/26	2021/5/26	United Kingdom	Homo sapiens	active surveillance in response to outbreak		SAMEA9005662	Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust	2021-05-26T10:47:04Z	2021-05-26T10:47:04Z	public	COG-UK/NORT-1BBB32B	COG-UK/NORT-1BBB32B	Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust	COVID-19 Genomics UK Consortium	England		3	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	2021/5/15											25.5087484	25.50874836														
ERR5190694	AMPLICON	419	490463443	PRJEB37886	SAMEA7870424	46731653	WELLCOME SANGER INSTITUTE	2021/1/14	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX4995541	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-15T00:00:00Z	SAMEA7870424	ERP121228	Lighthouse Lab in Cambridge	2021/1/26	2021/1/25	2021/1/25	2021/1/25	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1656402S / DN749363M:N3	SAMEA7870424	Wellcome Sanger Institute	2021-01-25T23:44:13Z	2021-01-25T23:44:13Z	public	COG-UK/CAMC-101CAA6	COG-UK/CAMC-101CAA6	SC	SC	England	assembly	3																																				
ERR5196874	AMPLICON	419	674168580	PRJEB37886	SAMEA7877281	65231140	WELLCOME SANGER INSTITUTE	2021/1/12	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5001534	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-15T00:00:00Z	SAMEA7877281	ERP121228	Lighthouse Lab in Milton Keynes	2021/1/28	2021/1/27	2021/1/27	2021/1/27	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1656401R / DN749375Q:B7	SAMEA7877281	Wellcome Sanger Institute	2021-01-27T20:32:58Z	2021-01-27T20:32:58Z	public	COG-UK/MILK-102EAA1	COG-UK/MILK-102EAA1	SC	SC	England	assembly	3																																				
ERR5198111	AMPLICON	419	724027706	PRJEB37886	SAMEA7878520	74921642	WELLCOME SANGER INSTITUTE	2021/1/15	public	"activ_sars2_vcf,cram,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	ERX5002771	United Kingdom	Europe	Illumina NovaSeq 6000	PAIRED	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2021-03-15T00:00:00Z	SAMEA7878520	ERP121228	Lighthouse Lab in Alderley Park	2021/1/28	2021/1/27	2021/1/27	2021/1/27	United Kingdom	Homo sapiens	active surveillance in response to outbreak	NT1657065C / HT-111167:C1	SAMEA7878520	Wellcome Sanger Institute	2021-01-27T20:35:40Z	2021-01-27T20:35:40Z	public	COG-UK/ALDP-106490C	COG-UK/ALDP-106490C	SC	SC	England	assembly	3																																				
